HST_ID,CHSTNAME,HST_KURZ,SUM_DWV,SUM_DTV,EIN_DWV,AUS_DWV,EIN_DTV,AUS_DTV,NHSTID,DIVA_NR,CNAME,VTYP,ZONEN,LINIEN,E,N,lng,lat
149,"Zürich, Luegisland",LUEG,2653.7282868525895,2317.54208219178,1395.0801593625501,1258.64812749004,1211.09276712329,1106.4493150684898,8591264.0,1590,Zürich,"Bus,Tram",110.0,"9,N11",2686254,1251205,8.581390987699999,47.4060126571
715,"Küsnacht ZH, Hallenbad",HABA,59.34,45.329698630136996,14.6,44.74,11.3293150684932,34.0003835616438,8590702.0,1106,Küsnacht ZH,Bus,140.0,918,2686684,1240932,8.585098761,47.3135676887
717,"Küsnacht ZH, Oberfeld",OBFE,70.84,54.8235616438356,52.85,17.989999999999995,40.89805479452049,13.9255068493151,8590703.0,1779,Küsnacht ZH,Bus,140.0,918,2686964,1240889,8.5887931434,47.3131441167
381,"Zürich, Berghaldenstrasse",BERH,660.4010171314742,598.310124109589,228.20787131474097,432.19314581673297,205.304399178082,393.005724931507,8591072.0,455,Zürich,"Bus,Trolleybus",110.0,"31,N16,N19",2686986,1245949,8.5900660037,47.3586477762
15,"Küsnacht ZH, Schübel",SUEB,309.23,253.54912328767097,140.46,168.77,114.579342465753,138.969780821918,8576211.0,2327,Küsnacht ZH,Bus,140.0,"912,919,N18",2687029,1241869,8.5898428358,47.321949115
382,"Zürich, Loorenstrasse",LOOR,3056.91967490039,2658.4024339726097,1566.6989940239002,1490.22068087649,1361.73207534247,1296.6703586301398,8591261.0,1584,Zürich,"Bus,Trolleybus",110.0,"31,701,703,704,N16,N19",2687321,1246089,8.594527081399999,47.359862543999995
668,"Zollikerberg, Spital",SZOL,100.8,82.7392328767124,48.4,52.4,39.299287671232904,43.43994520547951,8591903.0,3756,Zollikerberg,Bus,140.0,91,2687454,1244811,8.5960378855,47.3483514316
598,"Wallisellen, Glatt (Tram)",WGLA07,3100.84,2649.1060273972603,1462.94,1637.9,1254.37528767123,1394.73073972603,8594198.0,6735,Wallisellen,Tram,121.0,12,2687507,1251592,8.5980651523,47.409327707799996
669,"Zollikerberg, Hasenbart",HASE,43.2,34.3190684931507,26.8,16.4,21.3627397260274,12.956328767123301,8591024.0,3826,Zollikerberg,Bus,140.0,91,2687578,1245009,8.5977174328,47.3501156517
700,"Dübendorf, Hochbord Süd",DHOS07,18.7267330677291,12.8778356164384,0.0,18.7267330677291,0.0,12.8778356164384,8596113.0,6986,Dübendorf,Bus,121.0,"760,E",2687713,1250470,8.6005740689,47.3992099453
436,"Dübendorf, Sonnental",DSON,396.32724,323.33325271232894,230.77862,165.54862,184.67176334246602,138.661489369863,8590588.0,6346,Dübendorf,Bus,121.0,"743,744,745,751,752,754,N17",2687952,1250054,8.6036578639,47.395436900600004
445,"Dübendorf, Wasserfurren",DWAS,343.78,279.643945205479,146.53,197.25,116.090931506849,163.55301369863002,8590592.0,2838,Dübendorf,Bus,121.0,"743,744,745,754,N17",2688526,1249901,8.611229791,47.393984043100005
754,"Dübendorf, City Center",CITC,0.0,0.9530958904109591,0.0,0.0,0.069808219178082,0.8832876712328771,8590554.0,3478,Dübendorf,Bus,121.0,"752,759,N17",2688918,1250242,8.6164891946,47.3969979161
722,"Zollikerberg, Oberhueb",OBHU,45.6,31.3578082191781,26.0,19.6,17.879452054794495,13.4783561643836,8591025.0,1792,Zollikerberg,Bus,140.0,917,2689117,1244418,8.6179654515,47.344594344499995
578,"Pfaffhausen, Sängglen",SAGG,161.392,139.185512328767,83.742,77.65,72.64115616438359,66.5443561643836,8590753.0,2622,Pfaffhausen,Bus,121.0,"704,N19",2689589,1246900,8.6247072139,47.36685169020001
512,"Fällanden, Schützenhaus",SHUA,86.98999999999998,69.2458904109589,35.17,51.82,27.4616164383562,41.7842739726027,8590610.0,2335,Fällanden,Bus,121.0,"704,705,744,N19",2690173,1247106,8.632479176799999,47.368624643000004
451,"Fällanden, Gemeindehaus",FAEL,1769.548,1473.69783013699,983.864,785.6839999999999,812.3429150684931,661.3549150684929,8590606.0,947,Fällanden,Bus,121.0,"704,705,743,744,745,N19",2690745,1247466,8.6401240201,47.371783678199996
575,"Schwerzenbach ZH, Dorf",DORS,125.752,105.993676712329,67.334,58.418,54.5937369863014,51.399939726027405,8590806.0,684,Schwerzenbach ZH,Bus,121.0,"704,705",2691627,1248449,8.652001435499999,47.3805019121
564,"Kindhausen AG, Eichholz",EIHH,94.87031872509961,74.06923287671229,52.22764940239039,42.6426693227092,40.97501369863009,33.0942191780822,8590241.0,757,Kindhausen AG,Bus,184.0,"305,315",2671101,1249704,8.3804138564,47.39432365
610,"Dietikon, Gyrhalden",DGYR,263.79,229.26550684931496,139.48,124.31,121.75057534246599,107.51493150684901,8591893.0,6693,Dietikon,Bus,154.0,325,2671922,1250415,8.3914019173,47.40062892979999
555,"Dietikon, Moosmatt",DMOO,839.3805999999998,660.385124931507,391.9814,447.3992,307.638277808219,352.746847123288,8590520.0,2399,Dietikon,Bus,154.0,309,2672082,1252509,8.3938589071,47.4194438122
608,"Dietikon, Oberdorf",ODIE,486.53,387.8650684931511,285.83,200.7,225.907369863014,161.957698630137,8590521.0,1758,Dietikon,Bus,154.0,"306,325",2672296,1250543,8.396376635,47.401739157
212,"Dietikon, Bahnhof",BDIE,14486.3836119522,11942.7601276712,7552.094411952191,6934.2892,6238.409855890409,5704.350271780821,8587020.0,657,Dietikon,Bus,154.0,"301,302,303,304,305,306,309,311,314,325,N30",2672905,1251006,8.4045191278,47.4058360203
204,"Geroldswil, Welbrig",WELB,88.4837450199204,74.89490410958899,46.462111553784894,42.02163346613549,38.9074246575342,35.9874794520548,8590617.0,2869,Geroldswil,Bus,154.0,"302,304,N30",2673976,1252388,8.4189356925,47.4181455462
192,"Schlieren, Spital Limmattal",SPLI,776.8935856573698,631.3130684931499,399.10243027888396,377.791155378486,325.63991780821897,305.67315068493093,8590800.0,2436,Schlieren,Bus,154.0,"302,308,311,N30",2674828,1249560,8.429751720399999,47.3926157907
501,"Birmensdorf ZH, Bahnhof",BIRMBHF,320.8918,220.66805972602697,186.2982,134.5936,128.111912876712,92.55614684931507,8573718.0,501,Birmensdorf ZH,Bus,154.0,"215,227,245,314,350,N22,N23",2675560,1245603,8.438778389,47.3569448603
188,"Schlieren, Zentrum/Bahnhof",SCHL,3130.4595525896393,2650.1994457534297,1343.63375856574,1786.8257940239002,1114.7076531506898,1535.49179260274,8590805.0,2236,Schlieren,"Bus,Trolleybus",154.0,"31,302,303,308,N2,N30",2676230,1250157,8.4484214861,47.3978241414
183,"Unterengstringen, Eckstein",ECKS,509.2946613545809,446.948767123287,264.514820717131,244.77984063744998,232.809643835616,214.13912328767097,8590832.0,743,Unterengstringen,Bus,154.0,"302,308",2676258,1251565,8.4490324789,47.4104836479
497,"Schlieren, Bahnhof Nord",SCHN,110.64,84.98235616438359,52.58,58.06,40.1140273972603,44.8683287671233,8590787.0,6234,Schlieren,Bus,154.0,"201,307",2676262,1250515,8.4489063811,47.4010400896
157,"Zürich, Manesseplatz",MANS,3949.63151394423,3271.8318082191804,1926.06956175299,2023.56195219124,1596.5415890411002,1675.2902191780802,8591269.0,1614,Zürich,"Bus,Trolleybus",110.0,"72,76,N5",2681806,1246639,8.5216329633,47.365516512700005
171,"Zürich, Escher-Wyss-Platz",EWYS,21320.460889243,18043.761049863002,10706.2689952191,10614.191894023903,9059.16073369863,8984.60031616438,8580522.0,799,Zürich,"Bus,Tram,Trolleybus",110.0,"4,8,13,17,33,72,83,N1,N4,N5,N7,N8,N13,N78",2681874,1249415,8.5230409089,47.3904737129
364,"Zürich, Bäckeranlage",BANL,5210.48525019921,4704.08073369863,2547.10345856574,2663.3817916334697,2276.9746797260295,2427.1060539725995,8591052.0,1234,Zürich,"Bus,Tram,Trolleybus",110.0,"8,31,N2,N8",2681896,1248103,8.5230921262,47.3786716782
362,"Zürich, Kanonengasse",KANO,2577.5260701195207,2315.18625643836,1211.1742613545798,1366.35180876494,1082.94682082192,1232.23943561644,8591219.0,1358,Zürich,"Bus,Trolleybus",110.0,"31,N2,N8",2682441,1248088,8.5303053262,47.3784688121
263,"Zürich, Butzenstrasse",BUTZ,3911.1006772908404,3450.5735068493195,1932.51398406375,1978.58669322709,1694.07394520548,1756.49956164384,8591106.0,586,Zürich,"Bus,Tram",110.0,"7,70,184,185,N12",2682499,1243968,8.530314328,47.3414086446
548,"Zürich, Lettenstrasse",LETT,1280.89972111554,1134.4978904109598,609.2503187251,671.649402390438,535.796849315068,598.7010410958901,8591251.0,1547,Zürich,Trolleybus,110.0,46,2682606,1249436,8.5327388298,47.390571187700004
107,"Zürich, Bucheggplatz",BUCH,31615.945059761,27277.891698630097,15332.578286852602,16283.3667729084,13202.280246575297,14075.6114520548,8591101.0,564,Zürich,"Bus,Tram,Trolleybus",110.0,"11,15,32,40,69,72,83,N1,N7",2682635,1250304,8.533283248,47.39837375689999
481,"Zürich, Brandschenkestrasse",BRAN,129.04,88.7370958904109,51.58,77.45999999999998,35.4700821917808,53.2670136986301,8591095.0,530,Zürich,Bus,110.0,66,2682643,1247067,8.5327913526,47.36926126270001
345,"Zürich, Nürenbergstrasse",NUER,854.0501621513949,708.184906027397,435.271047410359,418.779114741036,358.599295616438,349.5856104109591,8591292.0,1753,Zürich,Trolleybus,110.0,33,2682656,1249624,8.533435730399999,47.3922556625
247,"Zürich, Sihlpost / HB",SIHP,13867.323725099599,12036.5743150685,6327.57990956175,7539.74381553785,5518.94451315068,6517.62980191781,8591367.0,1366,Zürich,"Bus,Tram,Trolleybus",110.0,"3,14,31,N2,N8",2682739,1247828,8.534202853,47.376093182
270,"Adliswil, Badstrasse",ABAD01,254.06,226.269589041096,126.7,127.36000000000001,113.62378082191799,112.64580821917801,8590463.0,148,Adliswil,Bus,150.0,"185,N12",2682806,1240880,8.5338060023,47.3135982165
334,"Zürich, Neunbrunnen",NBRU,1056.33541832669,881.355917808219,553.904342629482,502.43107569721093,465.1000821917809,416.255835616438,8591289.0,3804,Zürich,Bus,110.0,"64,75,N6",2682980,1252334,8.5382296315,47.4165867424
116,"Zürich, Paradeplatz",PARA,55233.3132669323,46617.57690410949,26582.8228685259,28650.4903984064,22398.148657534202,24219.4282465753,8591299.0,1861,Zürich,"Bus,Tram",110.0,"2,6,7,8,9,11,13,17,N1,N6,N13,N14",2683104,1247126,8.5389049948,47.3697338988
389,"Zürich, Rudolf-Brun-Brücke",RBRU,4979.84143426294,4501.311726027399,2500.0691633466095,2479.7722709163295,2285.5165479452094,2215.7951780821895,8591327.0,2113,Zürich,Tram,110.0,"4,15",2683401,1247599,8.5429248177,47.373950243
96,"Zürich, Bahnhof Oerlikon Nord",BOEN,8152.11147410359,7030.1138630137,4389.46812749004,3762.64334661355,3781.25484931507,3248.85901369863,8591062.0,6255,Zürich,Bus,110.0,"64,80,N7",2683417,1251875,8.5439340818,47.4124036202
22,"Zürich, Bellevue",BELL,65541.702749004,56846.7576712329,35234.6025099602,30307.100239043797,30478.9954794521,26367.762191780806,8576193.0,440,Zürich,"Bus,Tram",110.0,"2,4,5,8,9,11,15,912,916,N1,N2,N4,N5,N6,N7,N8,N11,N12,N13,N14,N15,N16,N17,N18,N19",2683575,1246839,8.5450865382,47.3670932342
